State,Job,Median Salary,Description,2022,2021,2020,2019,2018 
Illinois,Painter,34765,Level I(Junior/Apprentice/Entry)-29950 & LevelII(Senior) -34765,34765,33883,30540,39301,31955
Illinois,Sports Coach,27770,Level I(Junior/Apprentice/Entry)-22838 & LevelII(Senior) -27770,27770,26711,23889,31462,23166
Illinois,Teacher Assistant,26572,Level I(Junior/Apprentice/Entry)-24304 & LevelII(Senior)-26572,26572,20048,22104,28223,27355
Illinois,Brickmason & Blockmason,42159,Level I(Junior/Apprentice/Entry)-41359 & LevelII(Senior) -42159,42159,41908,43948,52264,42297
Illinois,Cashier,19848,Level I(Junior/Apprentice/Entry)-16956 & LevelII(Senior)-19848,19848,13426,18030,21753,23645
Illinois,Janitor,27894,Level I(Junior/Apprentice/Entry)-23098 & LevelII(Senior)-27894,27894,17538,18966,23335,27560
Illinois,Electrician,53005,Level I(Junior/Apprentice/Entry)-51146 & LevelII(Senior)-53005,53005,47583,45659,52763,53928
Illinois,Delivery Truck Driver,31569,Level I(Junior/Apprentice/Entry)-27894 & LevelII(Senior)-31569,31569,25847,24484,31027,32713
Illinois,Maid & Housekeeper,24105,Level I(Junior/Apprentice/Entry)-21837 & LevelII(Senior)-24105,24105,15000,14475,22965,23833
Illinois,Carpenter,36535,Level I(Junior/Apprentice/Entry)-33031 & LevelII(Senior) -36535,36535,37287,35120,44500,38351
Illinois,Security Guard,20426,Level I(Junior/Apprentice/Entry)-18567 & LevelII(Senior) -20426,20426,22739,22912,27363,19332
Illinois,Construction Worker,31661,Level I(Junior/Apprentice/Entry)-27063 & LevelII(Senior)-31661,31661,25779,26202,32342,31718
Illinois,Fabricator,37859,Level I(Junior/Apprentice/Entry)-32663 & LevelII(Senior)-37859,37859,32647,31027,36772,37838
Illinois,Telemarketer,20322,Level I(Junior/Apprentice/Entry)-17074 & LevelII(Senior) -20322,20322,21302,20137,25838,19899
Illinois,Actuary,75122,Level I(Junior/Apprentice/Entry)-70190 & LevelII(Senior)-75122,75122,72746,69875,78342,74411
Illinois,Biomedical-Engineer,67746,Level I(Junior/Apprentice/Entry)-66728 & LevelII(Senior)-67746,67746,60682,60663,70902,67767
Illinois,Aerospace Engineer,62221,Level I(Junior/Apprentice/Entry)-57425 & LevelII(Senior) -62221,62221,63201,63258,67680,60065
Illinois,Agricultural Engineer,60565,Level I(Junior/Apprentice/Entry)-59363 & LevelII(Senior)-60565,60565,56133,56094,60783,63440
Illinois,Anthropologist,53195,Level I(Junior/Apprentice/Entry)-51993 & LevelII(Senior) -53195,53195,54272,50059,58355,50039
Illinois,Baker,30338,Level I(Junior/Apprentice/Entry)-27090 & LevelII(Senior) -30338,30338,29657,29657,37639,31531
Illinois,Lab technician,48359,Level I(Junior/Apprentice/Entry)-46612 & LevelII(Senior) -48359,48359,47326,47929,55014,49200
Illinois,Chemical Engineer,73616,Level I(Junior/Apprentice/Entry)-70693 & LevelII(Senior)-73616,73616,68404,67801,74983,75625
Illinois,Biologist,59855,Level I(Junior/Apprentice/Entry)-57996 & LevelII(Senior)-59855,59855,51890,52548,61604,59072
Illinois,Biochemist,63638,Level I(Junior/Apprentice/Entry)-62062 & LevelII(Senior) -63638,63638,60407,64697,68745,60701
Illinois,Executive,75321,Level I(Junior/Apprentice/Entry)-74119 & LevelII(Senior)-75321,75321,68715,68899,73165,71664
Illinois,Clinical Researcher,52629,Level I(Junior/Apprentice/Entry)-47539 & LevelII(Senior) -52629,52629,52199,53286,57921,50856
Illinois,Military Officer,54944,Level I(Junior/Apprentice/Entry)-51440 & LevelII(Senior)-54944,54944,48007,50309,56443,52702
Illinois,Military Inspector,58693,Level I(Junior/Apprentice/Entry)-57893 & LevelII(Senior) -58693,58693,56601,56601,61704,57282
Illinois,Military Administrator,65549,Level I(Junior/Apprentice/Entry)-60353 & LevelII(Senior)-65549,65549,61081,59224,63522,66161
Illinois,Crane Operator,43757,Level I(Junior/Apprentice/Entry)-40086 & LevelII(Senior) -43757,43757,45139,42830,50861,42830
Illinois,Military Cook,50655,Level I(Junior/Apprentice/Entry)-48387 & LevelII(Senior)-50655,50655,44257,41169,47670,48892
Illinois,Auditor,51314,Level I(Junior/Apprentice/Entry)-50123 & LevelII(Senior) -51314,51314,52120,54429,61008,54450
Illinois,Security Manager,50043,Level I(Junior/Apprentice/Entry)-45753 & LevelII(Senior) -50043,50043,49496,49988,58257,53010
Illinois,Medical Administrator,144556,Level I(Junior/Apprentice/Entry)-141052 & LevelII(Senior) -144556,144556,144807,148623,151756,144807
Illinois,Court Clerk,47455,Level I(Junior/Apprentice/Entry)-42659 & LevelII(Senior) -47455,47455,46290,46052,50914,47512
Illinois,Nutritionist,43518,Level I(Junior/Apprentice/Entry)-38837 & LevelII(Senior) -43518,43518,43927,41496,49290,44210
Illinois,Economist,71318,Level I(Junior/Apprentice/Entry)-66228 & LevelII(Senior) -71318,71318,67588,71655,77924,70231
Illinois,Security Consultant,55225,Level I(Junior/Apprentice/Entry)-51792 & LevelII(Senior) -55225,55225,57500,57557,65192,58192
Illinois,Editor,70724,Level I(Junior/Apprentice/Entry)-68456 & LevelII(Senior) -70724,70724,69223,69223,73662,67067
Illinois,Reporter,61037,Level I(Junior/Apprentice/Entry)-58769 & LevelII(Senior) -61037,61037,62536,63701,71165,63680
Illinois,Fashion Designer,64747,Level I(Junior/Apprentice/Entry)-63556 & LevelII(Senior)-64747,64747,57547,57664,66150,64055
Illinois,Quantity Surveyor,72356,Level I(Junior/Apprentice/Entry)-68852 & LevelII(Senior)-72356,72356,65356,65965,75378,71982
Illinois,Fire Fighter,47450,Level I(Junior/Apprentice/Entry)-42026 & LevelII(Senior)-47450,47450,41718,45632,50154,51446
Illinois,Warden,39578,Level I(Junior/Apprentice/Entry)-35907 & LevelII(Senior) -39578,39578,38612,42410,48634,37806
Illinois,Prison administrator,80041,Level I(Junior/Apprentice/Entry)-78182 & LevelII(Senior)-80041,80041,71772,70900,78876,79986
Illinois,Food Scientist,63035,Level I(Junior/Apprentice/Entry)-57631 & LevelII(Senior)-63035,63035,56864,57928,63419,63462
Illinois,Game Designer,75028,Level I(Junior/Apprentice/Entry)-73826 & LevelII(Senior)-75028,75028,68217,71184,78184,73778
Illinois,Data Analyst,72386,Level I(Junior/Apprentice/Entry)-68953 & LevelII(Senior) -72386,72386,70800,74143,78158,72998
Illinois,Computer Security Analyst,77604,Level I(Junior/Apprentice/Entry)-72672 & LevelII(Senior) -77604,77604,79129,79877,88204,81609
Illinois,Finance Executive,83962,Level I(Junior/Apprentice/Entry)-83162 & LevelII(Senior) -83962,83962,83373,83373,90636,87977
Illinois,Lecturer,68672,Level I(Junior/Apprentice/Entry)-65040 & LevelII(Senior)-68672,68672,62316,62826,70564,70945
Illinois,Industrial Engineer,72004,Level I(Junior/Apprentice/Entry)-68756 & LevelII(Senior)-72004,72004,61804,61919,70275,69523
Illinois,Safety Administrator,66607,Level I(Junior/Apprentice/Entry)-64748 & LevelII(Senior)-66607,66607,61115,58884,67513,63182
Illinois,Interior Designer,57092,Level I(Junior/Apprentice/Entry)-53421 & LevelII(Senior)-57092,57092,52468,55101,58169,56919
Illinois,Film Director,77721,Level I(Junior/Apprentice/Entry)-74089 & LevelII(Senior)-77721,77721,70028,71800,76623,77291
Illinois,Judge,79482,Level I(Junior/Apprentice/Entry)-74686 & LevelII(Senior)-79482,79482,73582,74659,77041,78061
Illinois,Law Clerk,47396,Level I(Junior/Apprentice/Entry)-42798 & LevelII(Senior)-47396,47396,39704,40332,48020,46330
Illinois,Inteligence Analyst,70763,Level I(Junior/Apprentice/Entry)-66220 & LevelII(Senior)-70763,70763,67157,67328,73585,71193
Illinois,Jeweler,61210,Level I(Junior/Apprentice/Entry)-60410 & LevelII(Senior)-61210,61210,54768,52353,60467,60582
Illinois,Postal Officer,27779,Level I(Junior/Apprentice/Entry)-25568 & LevelII(Senior) -27779,27779,27664,27036,37141,27528
Illinois,Mail Clerk,32204,Level I(Junior/Apprentice/Entry)-30628 & LevelII(Senior) -32204,32204,32987,33611,37081,31064
Illinois,Police Director,85821,Level I(Junior/Apprentice/Entry)-84074 & LevelII(Senior)-85821,85821,78851,79281,84063,86336
Illinois,Training Officer,58201,Level I(Junior/Apprentice/Entry)-54569 & LevelII(Senior)-58201,58201,52486,51194,59494,58201
Illinois,Manufacturing Engineer,79118,Level I(Junior/Apprentice/Entry)-75870 & LevelII(Senior)-79118,79118,75648,74991,78597,82254
Illinois,Butcher,34478,Level I(Junior/Apprentice/Entry)-29074 & LevelII(Senior)-34478,34478,30364,26957,35226,35845
Illinois,Health Inspector,75643,Level I(Junior/Apprentice/Entry)-70962 & LevelII(Senior) -75643,75643,74684,77132,83128,75664
Illinois,Health Officer,76586,Level I(Junior/Apprentice/Entry)-73338 & LevelII(Senior)-76586,76586,69912,71056,80151,77619
Illinois,Health Administrator,77334,Level I(Junior/Apprentice/Entry)-75123 & LevelII(Senior)-77334,77334,67249,70354,72730,73789
Illinois,Medical Secretaries,36438,Level I(Junior/Apprentice/Entry)-34149 & LevelII(Senior)-36438,36438,33370,29080,36438,37802
Illinois,Microbiologist,38317,Level I(Junior/Apprentice/Entry)-37452 & LevelII(Senior)-38317,38317,33678,35552,41974,37772
Illinois,Midwife,33823,Level I(Junior/Apprentice/Entry)-32076 & LevelII(Senior) -33823,33823,34368,30638,39860,30374
Illinois,Weapons Specialist,61841,Level I(Junior/Apprentice/Entry)-58337 & LevelII(Senior)-61841,61841,54483,57362,61841,62821
Illinois,Municipal Clerk,40188,Level I(Junior/Apprentice/Entry)-36556 & LevelII(Senior)-40188,40188,34489,38370,42841,42062
Illinois,Music Director,66049,Level I(Junior/Apprentice/Entry)-62378 & LevelII(Senior)-66049,66049,55830,57602,66324,62034
Illinois,Music Therapist,40042,Level I(Junior/Apprentice/Entry)-35499 & LevelII(Senior)-40042,40042,35545,30986,38678,41342
Illinois,Psychiatrist,72481,Level I(Junior/Apprentice/Entry)-70622 & LevelII(Senior)-72481,72481,64877,64367,70089,71233
Illinois,Nuclear Engineer,67453,Level I(Junior/Apprentice/Entry)-64205 & LevelII(Senior) -67453,67453,68886,69242,73152,67044
Illinois,Nanotechnology Engineer,76493,Level I(Junior/Apprentice/Entry)-72818 & LevelII(Senior)-76493,76493,66699,70279,76387,76721
Illinois,Museum Technician,40994,Level I(Junior/Apprentice/Entry)-39247 & LevelII(Senior)-40994,40994,33281,32647,39860,36772
Illinois,Neurologist,80351,Level I(Junior/Apprentice/Entry)-75753 & LevelII(Senior)-80351,80351,71012,73287,77414,79230
Illinois,Diagnostician,79741,Level I(Junior/Apprentice/Entry)-76849 & LevelII(Senior) -79741,79741,78020,77311,81808,79084
Illinois,Gynecologist,77545,Level I(Junior/Apprentice/Entry)-74297 & LevelII(Senior)-77545,77545,69207,69532,76998,77387
Illinois,Peadetrician,75009,Level I(Junior/Apprentice/Entry)-73991 & LevelII(Senior)-75009,75009,64495,66152,73018,75009
Illinois,Pilot,80141,Level I(Junior/Apprentice/Entry)-76509 & LevelII(Senior) -80141,80141,80543,79054,83554,78095
Illinois,Power Plant Operator,66382,Level I(Junior/Apprentice/Entry)-65364 & LevelII(Senior)-66382,66382,56668,57287,62817,65639
Illinois,Political Analyst,72576,Level I(Junior/Apprentice/Entry)-70717 & LevelII(Senior)-72576,72576,66052,67395,70549,71431
Illinois,Private Detective,60559,Level I(Junior/Apprentice/Entry)-55469 & LevelII(Senior)-60559,60559,54131,54676,60476,56896
Illinois,Quality Control Analyst,63869,Level I(Junior/Apprentice/Entry)-58673 & LevelII(Senior)-63869,63869,57214,56181,60820,60091
Illinois,Radiology Technician,57908,Level I(Junior/Apprentice/Entry)-52712 & LevelII(Senior) -57908,57908,57168,56119,63089,57296
Illinois,Pathologist,70767,Level I(Junior/Apprentice/Entry)-67092 & LevelII(Senior) -70767,70767,70132,69420,75975,71543
Illinois,Funeral Manager,63509,Level I(Junior/Apprentice/Entry)-61650 & LevelII(Senior) -63509,63509,60353,64759,66577,63488
Illinois,Licence Officer,40316,Level I(Junior/Apprentice/Entry)-36026 & LevelII(Senior) -40316,40316,37632,39964,44386,37360
Illinois,State representative,74479,Level I(Junior/Apprentice/Entry)-72211 & LevelII(Senior)-74479,74479,67328,65571,69940,72707
Illinois,Sculptor,61345,Level I(Junior/Apprentice/Entry)-57912 & LevelII(Senior)-61345,61345,59343,56255,62404,64220
Illinois,Art Restorer,59962,Level I(Junior/Apprentice/Entry)-55030 & LevelII(Senior) -59962,59962,55576,59789,64651,58712
Illinois,Artifact Curator,56328,Level I(Junior/Apprentice/Entry)-51730 & LevelII(Senior)-56328,56328,52571,53195,58355,59134
Illinois,Tailor,39417,Level I(Junior/Apprentice/Entry)-38617 & LevelII(Senior) -39417,39417,38384,36080,46208,37843
Illinois,Shoe Maker,37423,Level I(Junior/Apprentice/Entry)-35676 & LevelII(Senior) -37423,37423,36247,34374,44594,36902
Illinois,Traffic Control Officer,38370,Level I(Junior/Apprentice/Entry)-33827 & LevelII(Senior) -38370,38370,38152,36247,41029,37968
Illinois,Meteorology Engineer,59690,Level I(Junior/Apprentice/Entry)-58114 & LevelII(Senior) -59690,59690,61453,64086,68557,63695
Illinois,Meteorology Administrator,70144,Level I(Junior/Apprentice/Entry)-67855 & LevelII(Senior)-70144,70144,62298,61964,70144,69185
Illinois,Spa Manager,40268,Level I(Junior/Apprentice/Entry)-35670 & LevelII(Senior)-40268,40268,30474,33402,40760,37959
Illinois,Surgeon,92512,Level I(Junior/Apprentice/Entry)-91647 & LevelII(Senior)-92512,92512,87090,87517,95446,95855
Illinois,Chauffeur,35495,Level I(Junior/Apprentice/Entry)-32247 & LevelII(Senior) -35495,35495,34355,35666,43985,34355
Illinois,Bank Teller,41268,Level I(Junior/Apprentice/Entry)-36587 & LevelII(Senior) -41268,41268,45654,41248,47690,41991
Illinois,Watch Repairer,36768,Level I(Junior/Apprentice/Entry)-31836 & LevelII(Senior)-36768,36768,27374,29881,35841,37260
Illinois,Writer,49777,Level I(Junior/Apprentice/Entry)-44687 & LevelII(Senior)-49777,49777,43856,43934,49820,49816
Illinois,Waiter,30526,Level I(Junior/Apprentice/Entry)-29726 & LevelII(Senior)-30526,30526,21470,20287,26304,27370
Illinois,Roofer,34199,Level I(Junior/Apprentice/Entry)-29109 & LevelII(Senior) -34199,34199,38738,34513,43278,38803
Illinois,Supply Chain Manager,72320,Level I(Junior/Apprentice/Entry)-67639 & LevelII(Senior) -72320,72320,71397,73103,78284,71180
Illinois,Property Manager,68695,Level I(Junior/Apprentice/Entry)-65262 & LevelII(Senior) -68695,68695,66265,67686,70762,66226
Illinois,Risk Assessment Manager,66343,Level I(Junior/Apprentice/Entry)-62672 & LevelII(Senior) -66343,66343,66680,63255,68747,66680
Illinois,Soil Analyst,68165,Level I(Junior/Apprentice/Entry)-63075 & LevelII(Senior)-68165,68165,63608,62265,66915,68165
Illinois,Catering Specialist,67339,Level I(Junior/Apprentice/Entry)-61915 & LevelII(Senior)-67339,67339,65272,65283,71670,68742
Indiana,Dentist,144961,Level I(Junior/Apprentice/Entry)-144096 & LevelII(Senior)-144961,144961,138069,137818,147546,143952
Indiana,Nurse,62867,Level I(Junior/Apprentice/Entry)-61849 & LevelII(Senior) -62867,62867,61500,62542,70986,60366
Indiana,Pharmacist,110487,Level I(Junior/Apprentice/Entry)-105291 & LevelII(Senior) -110487,110487,112208,108729,118091,111663
Indiana,Computer Systems Analyst,81562,Level I(Junior/Apprentice/Entry)-76138 & LevelII(Senior)-81562,81562,73989,74380,83213,82103
Indiana,Physician,184135,Level I(Junior/Apprentice/Entry)-179320 & LevelII(Senior)-184135,184135,182252,178074,186703,186945
Indiana,Database Administrator,78894,Level I(Junior/Apprentice/Entry)-75971 & LevelII(Senior)-78894,78894,73531,70594,80071,77658
Indiana,Software Developer,94954,Level I(Junior/Apprentice/Entry)-92031 & LevelII(Senior)-94954,94954,86607,87671,94073,94954
Indiana,Physical Therapist,81363,Level I(Junior/Apprentice/Entry)-79074 & LevelII(Senior)-81363,81363,72506,73134,79506,79789
Indiana,Web Developer,73719,Level I(Junior/Apprentice/Entry)-69121 & LevelII(Senior) -73719,73719,75643,72847,81065,75122
Indiana,Dental Hygienist,74676,Level I(Junior/Apprentice/Entry)-69995 & LevelII(Senior)-74676,74676,66047,64665,71227,72913
Indiana,Occupational Therapist,79110,Level I(Junior/Apprentice/Entry)-76842 & LevelII(Senior)-79110,79110,74020,70024,78491,77743
Indiana,Veterinarian,83740,Level I(Junior/Apprentice/Entry)-81881 & LevelII(Senior)-83740,83740,78008,80651,85151,84516
Indiana,Computer Programmer,69962,Level I(Junior/Apprentice/Entry)-69097 & LevelII(Senior) -69962,69962,67434,67298,74441,67140
Indiana,School Psychologist,66628,Level I(Junior/Apprentice/Entry)-61832 & LevelII(Senior) -66628,66628,64397,66639,73026,65619
Indiana,Physical Therapist Assistant,50540,Level I(Junior/Apprentice/Entry)-48964 & LevelII(Senior) -50540,50540,50138,48092,56272,46250
Indiana,Interpreter & Translator,49056,Level I(Junior/Apprentice/Entry)-48038 & LevelII(Senior)-49056,49056,42401,41337,45451,47935
Indiana,Mechanical Engineer,77076,Level I(Junior/Apprentice/Entry)-71652 & LevelII(Senior)-77076,77076,70568,71825,80590,79132
Indiana,Veterinary Technologist & Technician,27851,Level I(Junior/Apprentice/Entry)-23308 & LevelII(Senior) -27851,27851,25542,28564,33388,24944
Indiana,Epidemiologist,59777,Level I(Junior/Apprentice/Entry)-58575 & LevelII(Senior) -59777,59777,60816,59639,69001,60688
Indiana,IT Manager,116563,Level I(Junior/Apprentice/Entry)-111139 & LevelII(Senior) -116563,116563,116451,114678,121743,112886
Indiana,Market Research Analyst,59159,Level I(Junior/Apprentice/Entry)-58294 & LevelII(Senior) -59159,59159,55535,54926,65440,55807
Indiana,Diagnostic Medical Sonographer,66612,Level I(Junior/Apprentice/Entry)-61816 & LevelII(Senior)-66612,66612,61778,64610,69085,66612
Indiana,Computer Systems Administrator,72829,Level I(Junior/Apprentice/Entry)-68286 & LevelII(Senior)-72829,72829,66680,68759,73181,75651
Indiana,Respiratory Therapist,56368,Level I(Junior/Apprentice/Entry)-50944 & LevelII(Senior)-56368,56368,49926,49926,60146,59948
Indiana,Medical Secretary,36058,Level I(Junior/Apprentice/Entry)-31262 & LevelII(Senior)-36058,36058,28212,26664,36392,34893
Indiana,Civil Engineer,78805,Level I(Junior/Apprentice/Entry)-77614 & LevelII(Senior)-78805,78805,75729,74269,81572,81373
Indiana,Substance Abuse Counselor,36681,Level I(Junior/Apprentice/Entry)-33758 & LevelII(Senior) -36681,36681,33116,35036,40829,33859
Indiana,Speech-Language Pathologist,72821,Level I(Junior/Apprentice/Entry)-68006 & LevelII(Senior)-72821,72821,67959,64335,70352,72583
Indiana,Landscaper & Groundskeeper,25086,Level I(Junior/Apprentice/Entry)-20488 & LevelII(Senior)-25086,25086,18420,21242,28706,27185
Indiana,Radiologic Technologist ,60924,Level I(Junior/Apprentice/Entry)-57249 & LevelII(Senior)-60924,60924,50588,50922,57788,59152
Indiana,Cost Estimator,53759,Level I(Junior/Apprentice/Entry)-49078 & LevelII(Senior) -53759,53759,53842,53842,59240,53897
Indiana,Financial Advisor,67280,Level I(Junior/Apprentice/Entry)-65533 & LevelII(Senior)-67280,67280,65615,64733,68056,69403
Indiana,Marriage & Family Therapist,50111,Level I(Junior/Apprentice/Entry)-45821 & LevelII(Senior)-50111,50111,41625,45575,50072,48651
Indiana,Medical Assistant,32548,Level I(Junior/Apprentice/Entry)-27950 & LevelII(Senior)-32548,32548,26377,24210,34496,34704
Indiana,Lawyer,118262,Level I(Junior/Apprentice/Entry)-112838 & LevelII(Senior)-118262,118262,108240,107906,118126,118734
Indiana,Accountant,57907,Level I(Junior/Apprentice/Entry)-52483 & LevelII(Senior) -57907,57907,61259,61432,67646,57769
Indiana,Compliance Officer,65236,Level I(Junior/Apprentice/Entry)-62968 & LevelII(Senior)-65236,65236,59640,57007,65255,62016
Indiana,High School Teacher,53570,Level I(Junior/Apprentice/Entry)-52770 & LevelII(Senior) -53570,53570,49772,50937,58041,48946
Indiana,Clinical Laboratory Technician,38799,Level I(Junior/Apprentice/Entry)-33984 & LevelII(Senior)-38799,38799,32259,35081,40373,41538
Indiana,Maintenance & Repair Worker,40754,Level I(Junior/Apprentice/Entry)-38465 & LevelII(Senior)-40754,40754,30649,34312,39005,40262
Indiana,"Bookkeeping, Accounting, & Audit Clerk",29326,Level I(Junior/Apprentice/Entry)-24511 & LevelII(Senior) -29326,29326,33528,29915,39526,29640
Indiana,Financial Manager,112856,Level I(Junior/Apprentice/Entry)-108175 & LevelII(Senior)-112856,112856,105913,104028,112258,111950
Indiana,Recreation & Fitness Worker,26240,Level I(Junior/Apprentice/Entry)-23951 & LevelII(Senior) -26240,26240,26240,27040,34834,26240
Indiana,Insurance Agent,42635,Level I(Junior/Apprentice/Entry)-38964 & LevelII(Senior) -42635,42635,43775,44527,52265,42026
Indiana,Elementary School Teacher,57606,Level I(Junior/Apprentice/Entry)-52810 & LevelII(Senior)-57606,57606,48212,48520,55733,56485
Indiana,Dental Assistant,32281,Level I(Junior/Apprentice/Entry)-26857 & LevelII(Senior) -32281,32281,29850,32938,37772,31929
Indiana,Management Analyst,76151,Level I(Junior/Apprentice/Entry)-71470 & LevelII(Senior) -76151,76151,73644,74150,82983,76581
Indiana,Home Health Aide,22521,Level I(Junior/Apprentice/Entry)-18850 & LevelII(Senior)-22521,22521,16806,15767,25506,25400
Indiana,Pharmacy Technician,25342,Level I(Junior/Apprentice/Entry)-22419 & LevelII(Senior) -25342,25342,27729,29140,34483,24536
Indiana,Construction Manager,79350,Level I(Junior/Apprentice/Entry)-78550 & LevelII(Senior) -79350,79350,82229,79036,86016,79625
Indiana,Public Relations Specialist,52939,Level I(Junior/Apprentice/Entry)-51737 & LevelII(Senior) -52939,52939,49840,48934,56419,53112
Indiana,Middle School Teacher,51281,Level I(Junior/Apprentice/Entry)-48389 & LevelII(Senior) -51281,51281,52275,50217,56573,51938
Indiana,Massage Therapist,40655,Level I(Junior/Apprentice/Entry)-37763 & LevelII(Senior)-40655,40655,33981,30644,41244,40521
Indiana,Paramedic,26450,Level I(Junior/Apprentice/Entry)-21907 & LevelII(Senior) -26450,26450,25316,28472,32951,27307
Indiana,Preschool Teacher,29532,Level I(Junior/Apprentice/Entry)-28732 & LevelII(Senior)-29532,29532,24781,24351,30930,30144
Indiana,Hairdresser,27944,Level I(Junior/Apprentice/Entry)-23401 & LevelII(Senior)-27944,27944,21522,17450,25788,24808
Indiana,Marketing Manager,118721,Level I(Junior/Apprentice/Entry)-116510 & LevelII(Senior)-118721,118721,115645,111578,117712,121053
Indiana,Patrol Officer,55906,Level I(Junior/Apprentice/Entry)-54888 & LevelII(Senior)-55906,55906,49515,49134,59145,57578
Indiana,School Counselor,53054,Level I(Junior/Apprentice/Entry)-48456 & LevelII(Senior) -53054,53054,51382,49815,56841,49540
Indiana,Executive Assistant,42247,Level I(Junior/Apprentice/Entry)-38615 & LevelII(Senior) -42247,42247,42176,43933,46882,42005
Indiana,Financial Analyst,78878,Level I(Junior/Apprentice/Entry)-77131 & LevelII(Senior)-78878,78878,74428,73419,79305,77206
Indiana,Personal Care Aide,17539,Level I(Junior/Apprentice/Entry)-14616 & LevelII(Senior) -17539,17539,18950,15460,24682,18950
Indiana,Clinical Social Worker,45187,Level I(Junior/Apprentice/Entry)-40255 & LevelII(Senior) -45187,45187,47602,43939,50196,47044
Indiana,Business Operations Manager,94059,Level I(Junior/Apprentice/Entry)-88655 & LevelII(Senior) -94059,94059,94048,91579,98142,90435
Indiana,Loan Officer,63128,Level I(Junior/Apprentice/Entry)-57724 & LevelII(Senior)-63128,63128,53334,56954,61453,60277
Indiana,"Meeting, Convention & Event Planner",45329,Level I(Junior/Apprentice/Entry)-41825 & LevelII(Senior) -45329,45329,45329,44231,47385,42888
Indiana,Mental Health Counselor,33974,Level I(Junior/Apprentice/Entry)-29376 & LevelII(Senior) -33974,33974,37968,36278,44574,33766
Indiana,Nursing Aide,27802,Level I(Junior/Apprentice/Entry)-26600 & LevelII(Senior)-27802,27802,19572,20737,27802,25361
Indiana,Sales Representative,58030,Level I(Junior/Apprentice/Entry)-56828 & LevelII(Senior)-58030,58030,50817,48336,58030,56029
Indiana,Architect,74458,Level I(Junior/Apprentice/Entry)-71535 & LevelII(Senior)-74458,74458,72422,68644,74631,75299
Indiana,Sales Manager,106446,Level I(Junior/Apprentice/Entry)-101514 & LevelII(Senior)-106446,106446,98217,98018,103939,104542
Indiana,HR Specialist,58953,Level I(Junior/Apprentice/Entry)-54410 & LevelII(Senior)-58953,58953,50977,50120,56269,57843
Indiana,Plumber,49197,Level I(Junior/Apprentice/Entry)-44516 & LevelII(Senior)-49197,49197,45591,46432,49739,49661
Indiana,Real Estate Agent,37611,Level I(Junior/Apprentice/Entry)-34178 & LevelII(Senior) -37611,37611,38279,34274,42903,37723
Indiana,Glazier,34017,Level I(Junior/Apprentice/Entry)-30342 & LevelII(Senior) -34017,34017,34558,32654,40883,35239
Indiana,Art Director,78468,Level I(Junior/Apprentice/Entry)-77277 & LevelII(Senior) -78468,78468,76564,77728,82225,76428
Indiana,Customer Service Representative,28883,Level I(Junior/Apprentice/Entry)-24593 & LevelII(Senior) -28883,28883,25834,28419,34262,28341
Indiana,Logistician,75601,Level I(Junior/Apprentice/Entry)-71058 & LevelII(Senior)-75601,75601,66840,69641,73677,74198
Indiana,Auto Mechanic,34989,Level I(Junior/Apprentice/Entry)-33787 & LevelII(Senior) -34989,34989,30756,32932,40995,31090
Indiana,Bus Driver,33431,Level I(Junior/Apprentice/Entry)-28499 & LevelII(Senior) -33431,33431,30788,32216,39391,31039
Indiana,Restaurant Cook,23939,Level I(Junior/Apprentice/Entry)-22748 & LevelII(Senior)-23939,23939,19188,17537,24348,25003
Indiana,Child & Family Social Worker,38933,Level I(Junior/Apprentice/Entry)-34252 & LevelII(Senior) -38933,38933,39880,39489,45278,36390
Indiana,Administrative Assistant,33072,Level I(Junior/Apprentice/Entry)-28782 & LevelII(Senior)-33072,33072,27074,30011,37066,37294
Indiana,Receptionist,26140,Level I(Junior/Apprentice/Entry)-20736 & LevelII(Senior)-26140,26140,24322,24540,28232,30136
Indiana,Paralegal,51926,Level I(Junior/Apprentice/Entry)-50179 & LevelII(Senior)-51926,51926,41326,42440,49019,49978
Indiana,Cement Mason & Concrete Finisher,40696,Level I(Junior/Apprentice/Entry)-39896 & LevelII(Senior)-40696,40696,30096,30096,36702,37359
Indiana,Painter,30226,Level I(Junior/Apprentice/Entry)-26793 & LevelII(Senior) -30226,30226,30698,30698,40311,32197
Indiana,Sports Coach,24938,Level I(Junior/Apprentice/Entry)-24073 & LevelII(Senior) -24938,24938,24895,23166,33385,24899
Indiana,Teacher Assistant,25539,Level I(Junior/Apprentice/Entry)-21864 & LevelII(Senior)-25539,25539,22478,18748,28770,28495
Indiana,Brickmason & Blockmason,44572,Level I(Junior/Apprentice/Entry)-42283 & LevelII(Senior) -44572,44572,41436,43336,51636,46040
Indiana,Cashier,20689,Level I(Junior/Apprentice/Entry)-18478 & LevelII(Senior)-20689,20689,17083,17812,21098,20577
Indiana,Janitor,24329,Level I(Junior/Apprentice/Entry)-23464 & LevelII(Senior)-24329,24329,17046,21670,27151,24046
Indiana,Electrician,47062,Level I(Junior/Apprentice/Entry)-41638 & LevelII(Senior) -47062,47062,47583,44732,52578,45698
Indiana,Delivery Truck Driver,30298,Level I(Junior/Apprentice/Entry)-26794 & LevelII(Senior)-30298,30298,25847,26032,33878,31548
Indiana,Maid & Housekeeper,23971,Level I(Junior/Apprentice/Entry)-20723 & LevelII(Senior)-23971,23971,14475,14475,20481,21501
